id_art;id_adress;id_categorie;DateVente;prixVenteUt;quantiteVent;montantVent
13;20;1;08-10-2012;1195;2;2390
13;33;1;23-08-2014;1202;2;2404
13;9;1;26-08-2012;1197;3;3591
13;29;1;23-08-2012;1202;2;2404
14;26;1;05-09-2012;996;3;2988
14;2;1;23-06-2012;996;5;4980
14;2;1;28-02-2012;995;3;2985
14;8;1;08-06-2013;1000;6;6000
14;31;1;06-12-2014;996;3;2988
14;31;1;24-07-2012;1001;3;3003
14;26;1;03-02-2014;1001;5;5005
14;32;1;18-11-2013;1002;6;6012
14;1;1;31-03-2014;1001;1;1001
14;19;1;23-03-2013;997;3;2991
15;2;1;05-04-2014;498;1;498
15;11;1;21-03-2013;495;3;1485
15;6;1;22-10-2013;499;2;998
15;11;1;11-08-2012;502;1;502
15;17;1;22-11-2014;502;3;1506
15;4;1;17-10-2013;499;2;998
15;9;1;09-03-2014;497;3;1491
15;15;1;28-03-2013;496;4;1984
15;12;1;11-12-2012;496;2;992
15;17;1;07-12-2014;498;3;1494
16;12;1;29-09-2013;602;2;1204
16;1;1;11-04-2013;602;1;602
16;28;1;07-04-2014;597;2;1194
16;13;1;08-07-2014;597;2;1194
16;4;1;24-12-2012;599;2;1198
16;24;1;13-01-2013;597;3;1791
16;23;1;26-02-2014;596;3;1788
16;26;1;09-08-2013;597;1;597
16;9;1;24-07-2014;600;2;1200
16;10;1;09-07-2014;602;2;1204
16;30;1;28-02-2012;600;1;600
16;5;1;29-03-2014;601;2;1202
16;29;1;16-10-2013;602;3;1806
16;24;1;13-08-2014;599;3;1797
16;18;1;28-01-2013;598;3;1794
17;29;1;27-07-2013;752;3;2256
17;17;1;01-01-1980;747;1;747
17;10;1;16-12-2013;750;1;750
17;15;1;18-03-2014;746;1;746
17;12;1;05-06-2014;746;2;1492
17;19;1;30-06-2014;749;4;2996
17;11;1;27-04-2013;745;1;745
17;7;1;04-05-2013;746;4;2984
17;2;1;27-04-2014;749;2;1498
17;20;1;20-08-2013;750;2;1500
17;6;1;26-11-2012;750;2;1500
17;12;1;24-10-2013;746;1;746
17;24;1;19-05-2012;748;2;1496
17;17;1;25-03-2012;751;3;2253
18;15;1;30-10-2012;496;2;992
18;7;1;02-01-2014;495;6;2970
18;6;1;22-01-2014;501;4;2004
18;27;1;04-02-2013;501;2;1002
18;25;1;12-04-2013;500;6;3000
18;24;1;07-05-2012;500;4;2000
18;29;1;14-09-2014;496;5;2480
18;11;1;02-08-2014;498;7;3486
19;17;1;06-10-2014;602;3;1806
19;25;1;25-07-2014;601;1;601
19;19;1;16-08-2013;595;1;595
19;3;1;13-02-2014;601;1;601
19;14;1;11-10-2012;602;2;1204
19;14;1;28-07-2014;600;3;1800
19;22;1;17-01-2014;602;3;1806
19;21;1;06-09-2013;598;4;2392
19;19;1;01-12-2012;600;3;1800
19;28;1;12-09-2013;597;4;2388
19;30;1;24-01-2014;599;2;1198
20;11;1;03-11-2012;645;4;2580
20;17;1;17-06-2012;650;3;1950
20;13;1;06-08-2014;645;1;645
20;18;1;18-06-2013;646;3;1938
20;16;1;01-01-1980;651;3;1953
20;20;1;25-03-2013;650;3;1950
20;15;1;04-10-2013;645;3;1935
20;6;1;07-03-2013;652;3;1956
21;2;1;29-03-2012;600;3;1800
21;15;1;21-06-2014;601;1;601
21;33;1;16-03-2013;601;4;2404
21;2;1;30-01-2013;595;1;595
21;12;1;13-11-2012;599;2;1198
21;4;1;18-10-2014;598;2;1196
21;20;1;27-03-2014;599;3;1797
21;29;1;11-12-2013;596;3;1788
21;3;1;02-10-2013;599;2;1198
21;15;1;29-09-2012;599;3;1797
22;33;1;10-07-2013;2496;3;7488
22;27;1;05-04-2012;2501;2;5002
22;16;1;03-01-2012;2502;4;10008
22;24;1;11-11-2014;2497;2;4994
22;26;1;11-06-2012;2502;2;5004
22;24;1;10-11-2014;2497;4;9988
22;7;1;01-03-2013;2499;4;9996
22;6;1;26-06-2012;2496;1;2496
22;4;1;12-02-2012;2498;3;7494
22;28;1;06-05-2013;2502;3;7506
22;5;1;23-04-2013;2495;1;2495
22;27;1;01-05-2014;2496;1;2496
22;25;1;29-10-2013;2496;2;4992
22;6;1;07-08-2014;2502;2;5004
23;15;1;24-08-2012;3100;4;12400
23;21;1;08-07-2014;3098;4;12392
23;7;1;20-09-2014;3095;1;3095
23;24;1;17-02-2013;3095;2;6190
23;23;1;23-04-2013;3102;1;3102
23;28;1;27-02-2013;3095;4;12380
24;6;1;15-01-2014;2197;1;2197
24;24;1;29-03-2013;2200;2;4400
24;18;1;26-10-2012;2202;4;8808
24;27;1;26-02-2014;2199;2;4398
24;2;1;30-07-2012;2195;2;4390
24;3;1;03-08-2012;2199;1;2199
25;31;1;15-11-2014;1501;2;3002
25;8;1;15-02-2013;1502;1;1502
25;28;1;03-03-2012;1497;2;2994
25;10;1;10-09-2014;1495;2;2990
25;13;1;16-10-2013;1495;2;2990
25;4;1;22-03-2012;1499;2;2998
25;4;1;15-10-2014;1501;2;3002
25;16;1;08-05-2012;1495;2;2990
25;28;1;12-05-2013;1496;3;4488
26;11;1;18-06-2013;2202;1;2202
26;31;1;14-12-2012;2197;1;2197
27;8;1;24-03-2012;2202;4;8808
27;32;1;24-05-2014;2199;2;4398
27;4;1;23-06-2014;2200;2;4400
27;7;1;18-06-2014;2202;2;4404
27;32;1;01-02-2014;2201;4;8804
27;32;1;13-09-2013;2197;2;4394
27;11;1;21-01-2014;2197;3;6591
27;20;1;21-01-2013;2202;4;8808
27;12;1;02-10-2012;2201;3;6603
27;1;1;09-01-2013;2200;3;6600
27;31;1;26-11-2014;2201;2;4402
28;30;1;25-10-2014;749;44;32956
28;13;1;19-10-2014;747;5;3735
28;6;1;03-03-2012;747;2;1494
28;16;1;19-06-2012;751;42;31542
28;19;1;25-11-2014;747;3;2241
28;3;1;25-02-2013;751;52;39052
28;6;1;17-11-2012;749;11;8239
28;15;1;07-05-2012;745;42;31290
29;27;1;01-07-2013;3001;4;12004
30;10;1;04-05-2012;3001;2;6002
30;32;1;07-08-2014;2996;4;11984
30;32;1;24-01-2013;2995;2;5990
31;7;1;01-03-2014;2997;3;8991
31;23;1;28-10-2014;3000;2;6000
31;4;1;10-03-2014;3002;2;6004
31;4;1;01-07-2012;3000;4;12000
31;30;1;21-04-2012;2995;2;5990
31;13;1;10-11-2013;2995;4;11980
31;28;1;22-01-2012;2999;2;5998
31;7;1;27-08-2013;3000;2;6000
31;10;1;05-10-2014;2998;4;11992
31;19;1;19-04-2014;3002;2;6004
32;6;1;16-09-2012;2595;1;2595
32;26;1;23-01-2013;2598;4;10392
32;10;1;14-07-2014;2596;3;7788
32;9;1;03-08-2014;2600;2;5200
32;10;1;23-03-2012;2597;1;2597
32;28;1;09-12-2014;2601;1;2601
32;25;1;09-04-2013;2602;4;10408
32;13;1;18-03-2012;2601;1;2601
32;1;1;08-02-2013;2602;2;5204
32;15;1;27-07-2012;2595;4;10380
32;15;1;18-04-2014;2595;3;7785
32;12;1;18-09-2014;2601;4;10404
33;23;1;03-03-2013;5198;4;20792
33;25;1;17-09-2012;5197;3;15591
33;20;1;07-12-2013;5202;4;20808
33;9;1;01-01-2013;5197;3;15591
34;13;1;21-11-2014;3098;2;6196
34;8;1;09-05-2014;3095;1;3095
34;17;1;01-01-1980;3097;2;6194
34;9;1;07-10-2013;3098;3;9294
34;24;1;22-11-2012;3099;4;12396
34;5;1;06-11-2012;3096;2;6192
34;21;1;03-09-2013;3101;3;9303
34;18;1;05-04-2014;3099;3;9297
35;21;1;17-02-2012;5300;2;10600
35;24;1;10-02-2013;5300;4;21200
35;28;1;12-06-2013;5302;2;10604
35;27;1;15-09-2012;5299;2;10598
35;31;1;01-11-2014;5298;1;5298
35;31;1;01-06-2014;5301;4;21204
35;7;1;02-08-2012;5297;1;5297
35;33;1;10-03-2013;5296;2;10592
36;2;1;04-07-2014;5301;4;21204
36;31;1;13-11-2013;5298;3;15894
36;27;1;13-04-2012;5298;4;21192
36;11;1;27-04-2012;5296;4;21184
36;22;1;30-12-2012;5296;1;5296
37;3;1;25-04-2012;5300;1;5300
37;29;1;26-05-2014;5296;4;21184
37;3;1;11-02-2014;5301;3;15903
37;7;1;10-07-2012;5296;3;15888
37;31;1;14-01-2012;5295;3;15885
37;29;1;08-12-2014;5299;1;5299
37;20;1;03-07-2012;5301;3;15903
37;20;1;24-05-2014;5295;4;21180
37;11;1;10-10-2013;5301;3;15903
37;5;1;26-04-2014;5302;1;5302
37;17;1;13-11-2012;5301;2;10602
37;6;1;25-06-2014;5297;4;21188
37;13;1;05-11-2014;5298;3;15894
37;8;1;10-07-2014;5300;2;10600
38;11;1;08-03-2012;9497;3;28491
38;7;1;01-01-1980;9496;1;9496
38;16;1;25-05-2014;9496;3;28488
38;27;1;02-05-2013;9496;2;18992
38;5;1;24-04-2014;9499;4;37996
38;26;1;01-11-2014;9496;2;18992
38;11;1;21-12-2014;9502;4;38008
38;13;1;21-01-2014;9499;3;28497
38;11;1;16-10-2014;9502;3;28506
38;3;1;20-07-2014;9499;4;37996
39;14;1;24-04-2014;13498;1;13498
39;9;1;11-07-2014;13502;4;54008
39;25;1;20-04-2013;13500;1;13500
39;18;1;17-12-2012;13496;1;13496
39;11;1;13-05-2014;13496;4;53984
39;11;1;21-06-2014;13500;1;13500
40;11;1;21-05-2013;10497;1;10497
40;6;1;23-04-2014;10501;4;42004
40;24;1;22-04-2012;10502;4;42008
41;7;1;10-03-2012;14899;3;44697
41;25;1;03-04-2012;14901;4;59604
41;30;1;27-12-2014;14899;1;14899
41;9;1;22-02-2014;14901;4;59604
41;1;1;19-02-2012;14897;2;29794
41;21;1;06-04-2013;14899;2;29798
42;12;1;16-01-2012;15002;4;60008
42;11;1;08-05-2014;15000;2;30000
42;15;1;01-04-2013;14999;2;29998
42;19;1;24-08-2012;14999;2;29998
42;8;1;07-04-2012;15002;1;15002
42;7;1;08-06-2013;14996;4;59984
42;21;1;28-01-2012;15000;3;45000
43;12;1;01-08-2014;21898;1;21898
43;8;1;27-05-2014;21898;3;65694
43;3;1;09-08-2014;21899;4;87596
44;26;1;28-02-2014;14996;4;59984
44;22;1;08-04-2014;15000;1;15000
44;19;1;21-11-2014;14999;3;44997
45;10;1;27-11-2012;4496;1;4496
45;2;1;09-04-2014;4498;3;13494
45;2;1;07-09-2012;4499;2;8998
45;11;1;04-07-2013;4499;2;8998
45;16;1;05-12-2014;4500;3;13500
45;7;1;25-12-2013;4499;2;8998
45;33;1;07-01-2014;4501;3;13503
46;18;1;07-01-2013;4249;4;16996
46;28;1;23-12-2014;4248;2;8496
46;6;1;28-05-2014;4252;2;8504
46;10;1;18-11-2014;4251;1;4251
46;25;1;16-11-2014;4252;4;17008
46;7;1;13-08-2014;4250;4;17000
46;20;1;26-12-2013;4246;3;12738
46;5;1;01-06-2014;4245;4;16980
46;10;1;17-02-2013;4245;2;8490
46;12;1;27-11-2012;4246;1;4246
47;12;4;24-06-2014;1848;4;7392
47;18;4;14-09-2014;1849;8;14792
47;22;4;21-09-2013;1848;3;5544
47;11;4;23-06-2013;1848;3;5544
47;31;4;13-12-2012;1849;10;18490
47;32;4;04-04-2012;1849;7;12943
47;6;4;01-09-2012;1845;4;7380
47;4;4;23-02-2014;1852;1;1852
48;24;4;07-07-2013;1800;1;1800
48;2;4;19-09-2012;1802;1;1802
48;15;4;17-09-2014;1799;1;1799
48;5;4;13-06-2012;1800;1;1800
48;26;4;19-09-2013;1802;1;1802
48;32;4;17-12-2014;1799;1;1799
48;24;4;06-07-2012;1795;1;1795
49;12;4;16-04-2013;2848;1;2848
49;23;4;18-09-2013;2846;1;2846
49;9;4;20-08-2013;2852;1;2852
49;13;4;29-07-2012;2852;1;2852
49;4;4;11-03-2012;2851;1;2851
49;17;4;12-07-2014;2851;1;2851
49;5;4;17-12-2012;2849;1;2849
49;32;4;02-04-2012;2845;1;2845
49;8;4;21-06-2012;2847;1;2847
49;28;4;10-05-2012;2847;1;2847
50;18;4;17-04-2012;1952;7;13664
50;22;4;21-08-2012;1950;3;5850
50;16;4;26-11-2013;1949;5;9745
50;29;4;29-03-2014;1945;9;17505
50;10;4;02-08-2012;1946;8;15568
51;13;4;18-10-2012;1852;9;16668
51;14;4;18-11-2012;1848;2;3696
51;4;4;04-05-2014;1849;3;5547
51;7;4;07-01-2014;1849;8;14792
51;8;4;04-12-2013;1846;9;16614
52;29;4;13-04-2012;1846;1;1846
52;26;4;30-08-2012;1845;1;1845
52;33;4;26-04-2013;1852;1;1852
52;9;4;22-11-2013;1852;1;1852
52;15;4;07-09-2014;1852;1;1852
52;31;4;02-03-2012;1850;1;1850
52;24;4;17-06-2014;1847;1;1847
52;22;4;05-02-2014;1852;1;1852
52;3;4;11-07-2014;1847;1;1847
52;27;4;17-10-2012;1851;1;1851
52;11;4;11-12-2012;1846;1;1846
53;6;4;14-09-2014;1499;1;1499
53;5;4;01-01-2014;1499;1;1499
53;9;4;09-11-2012;1502;1;1502
53;1;4;05-12-2013;1495;1;1495
53;20;4;07-06-2013;1496;1;1496
53;17;4;22-01-2013;1500;1;1500
53;12;4;22-11-2012;1499;1;1499
54;24;4;30-04-2013;1501;1;1501
54;8;4;23-05-2014;1495;1;1495
54;30;4;07-03-2013;1499;1;1499
55;12;4;01-03-2013;1352;1;1352
55;4;4;03-07-2014;1349;1;1349
55;27;4;19-01-2012;1349;1;1349
55;9;4;12-06-2013;1352;1;1352
56;20;4;19-10-2012;1348;1;1348
56;17;4;17-07-2013;1346;1;1346
56;6;4;26-05-2013;1350;1;1350
56;24;4;24-06-2014;1350;1;1350
56;15;4;29-06-2013;1347;1;1347
57;2;4;30-05-2014;1345;1;1345
57;25;4;19-10-2012;1349;1;1349
57;26;4;26-06-2012;1345;1;1345
57;4;4;19-10-2014;1351;1;1351
57;28;4;16-04-2014;1346;1;1346
57;19;4;22-07-2012;1349;1;1349
57;22;4;26-10-2014;1350;1;1350
57;9;4;08-11-2014;1345;1;1345
57;30;4;18-10-2014;1349;1;1349
57;5;4;27-05-2014;1352;1;1352
58;20;4;10-08-2012;998;1;998
58;30;4;18-01-2013;1002;1;1002
58;21;4;07-01-2013;999;1;999
58;5;4;17-02-2012;1001;1;1001
58;1;4;14-02-2012;1000;1;1000
58;25;4;09-09-2013;996;1;996
58;4;4;24-11-2012;1000;1;1000
58;25;4;03-03-2014;997;1;997
58;21;4;08-03-2013;1002;1;1002
58;32;4;18-01-2014;995;1;995
58;31;4;07-03-2014;999;1;999
58;4;4;02-03-2012;996;1;996
58;5;4;27-06-2012;995;1;995
58;30;4;01-09-2012;1001;1;1001
59;33;4;20-06-2013;996;1;996
59;5;4;27-07-2012;995;1;995
59;32;4;03-12-2013;997;1;997
59;21;4;06-09-2014;995;1;995
59;3;4;09-10-2013;996;1;996
59;5;4;31-07-2013;996;1;996
59;5;4;23-04-2013;997;1;997
59;32;4;04-09-2012;1000;1;1000
59;28;4;22-10-2013;999;1;999
59;18;4;23-03-2013;1001;1;1001
60;27;4;15-08-2012;999;1;999
60;21;4;20-09-2014;996;1;996
60;20;4;28-08-2014;1000;1;1000
60;12;4;10-04-2014;996;1;996
60;10;4;13-01-2013;1000;1;1000
61;20;4;26-09-2013;1100;1;1100
61;32;4;22-03-2012;1098;1;1098
61;23;4;04-12-2012;1100;1;1100
61;9;4;04-12-2013;1101;1;1101
61;17;4;06-05-2012;1099;1;1099
61;28;4;16-07-2012;1099;1;1099
61;13;4;13-07-2012;1100;1;1100
62;8;4;04-02-2014;1096;8;8768
62;3;4;12-02-2013;1098;6;6588
62;33;4;06-12-2012;1096;8;8768
62;19;4;13-09-2013;1099;6;6594
63;33;4;01-04-2012;1099;1;1099
63;15;4;17-04-2013;1101;1;1101
63;11;4;03-03-2012;1101;1;1101
63;31;4;30-08-2012;1095;1;1095
63;11;4;03-02-2014;1097;1;1097
63;4;4;12-06-2012;1099;1;1099
63;11;4;09-07-2014;1097;1;1097
63;14;4;02-09-2012;1102;1;1102
63;27;4;17-08-2014;1095;1;1095
63;26;4;29-02-2012;1098;1;1098
63;2;4;07-04-2013;1097;1;1097
64;33;4;15-10-2013;1098;1;1098
64;1;4;17-10-2012;1097;1;1097
64;30;4;24-04-2012;1096;1;1096
64;30;4;02-03-2013;1102;1;1102
64;6;4;06-11-2014;1101;1;1101
64;16;4;25-07-2012;1102;1;1102
64;20;4;15-06-2012;1099;1;1099
64;28;4;16-09-2014;1095;1;1095
64;1;4;21-10-2012;1099;1;1099
64;5;4;22-07-2013;1101;1;1101
64;4;4;27-04-2013;1095;1;1095
65;11;4;18-05-2013;1098;1;1098
65;2;4;06-04-2014;1097;1;1097
65;3;4;07-03-2012;1096;1;1096
65;30;4;24-07-2012;1100;1;1100
65;20;4;04-05-2012;1101;1;1101
65;28;4;12-01-2013;1100;1;1100
65;20;4;17-01-2014;1098;1;1098
65;27;4;15-07-2012;1099;1;1099
65;2;4;08-04-2013;1101;1;1101
65;7;4;21-04-2012;1101;1;1101
65;5;4;23-05-2012;1101;1;1101
65;24;4;24-12-2013;1097;1;1097
65;2;4;15-07-2012;1100;1;1100
65;23;4;22-08-2013;1102;1;1102
65;10;4;17-10-2012;1099;1;1099
65;23;4;20-11-2014;1100;1;1100
65;31;4;04-10-2012;1097;1;1097
66;31;4;24-03-2012;1100;1;1100
66;10;4;29-09-2014;1096;1;1096
66;33;4;06-06-2012;1096;1;1096
67;1;4;03-12-2013;899;1;899
67;28;4;09-10-2014;901;1;901
67;17;4;04-10-2013;896;1;896
67;1;4;24-04-2013;901;1;901
67;8;4;07-07-2012;896;1;896
67;23;4;23-12-2013;900;1;900
67;30;4;18-03-2014;899;1;899
67;4;4;15-04-2014;900;1;900
67;15;4;13-02-2014;899;1;899
68;11;4;22-04-2014;898;1;898
68;10;4;16-07-2014;900;1;900
68;10;4;22-12-2014;901;1;901
68;12;4;28-06-2013;899;1;899
68;7;4;16-05-2014;898;1;898
68;7;4;06-08-2012;900;1;900
68;31;4;25-12-2013;898;1;898
68;8;4;28-01-2014;895;1;895
68;21;4;29-06-2012;895;1;895
68;3;4;19-05-2014;901;1;901
68;9;4;01-07-2013;901;1;901
68;11;4;14-06-2014;898;1;898
68;20;4;01-12-2013;902;1;902
68;10;4;22-05-2014;900;1;900
69;2;4;01-04-2014;1096;1;1096
69;12;4;17-09-2014;1097;1;1097
69;5;4;09-04-2012;1097;1;1097
69;17;4;02-06-2013;1100;1;1100
69;28;4;01-08-2013;1095;1;1095
69;15;4;30-03-2014;1099;1;1099
69;23;4;13-09-2012;1101;1;1101
69;4;4;26-02-2012;1097;1;1097
69;16;4;01-10-2013;1100;1;1100
69;13;4;22-04-2012;1095;1;1095
69;15;4;14-05-2014;1100;1;1100
70;2;4;15-11-2014;896;1;896
70;31;4;28-01-2012;900;1;900
70;14;4;22-08-2012;899;1;899
70;20;4;18-07-2014;896;1;896
70;11;4;15-12-2012;896;1;896
70;31;4;31-10-2013;897;1;897
70;10;4;13-08-2014;899;1;899
70;9;4;18-07-2014;898;1;898
70;29;4;27-07-2012;899;1;899
71;12;4;11-12-2012;898;1;898
71;14;4;06-10-2012;900;1;900
71;18;4;10-12-2013;902;1;902
71;12;4;11-05-2014;900;1;900
71;11;4;03-10-2012;900;1;900
72;32;4;28-10-2013;898;1;898
72;32;4;31-12-2013;896;1;896
72;6;4;18-10-2013;896;1;896
72;32;4;01-08-2014;899;1;899
72;31;4;18-11-2013;896;1;896
72;15;4;23-03-2014;900;1;900
72;6;4;14-03-2014;901;1;901
72;12;4;08-08-2012;896;1;896
72;21;4;16-05-2012;896;1;896
72;30;4;15-10-2014;899;1;899
72;2;4;06-08-2013;901;1;901
72;17;4;23-04-2014;902;1;902
72;4;4;26-02-2013;895;1;895
72;8;4;22-08-2012;896;1;896
72;25;4;18-10-2012;898;1;898
73;24;4;30-06-2013;899;1;899
73;11;4;15-03-2012;899;1;899
73;19;4;02-02-2013;898;1;898
74;32;4;02-11-2013;1099;1;1099
74;7;4;12-05-2012;1101;1;1101
74;25;4;07-07-2013;1101;1;1101
74;32;4;19-01-2014;1102;1;1102
74;12;4;16-10-2012;1096;1;1096
74;17;4;24-10-2014;1095;1;1095
74;13;4;12-01-2012;1095;1;1095
74;29;4;22-06-2013;1102;1;1102
74;30;4;12-03-2013;1102;1;1102
74;10;4;26-01-2014;1102;1;1102
74;17;4;24-06-2014;1100;1;1100
74;25;4;20-02-2012;1097;1;1097
75;13;4;04-08-2014;448;1;448
75;28;4;28-11-2014;450;1;450
75;5;4;21-11-2014;449;1;449
75;30;4;29-12-2012;450;1;450
75;20;4;31-08-2012;445;1;445
76;21;4;19-11-2012;447;1;447
76;31;4;09-12-2014;447;1;447
76;5;4;17-06-2012;446;1;446
76;2;4;17-05-2013;447;1;447
76;22;4;03-03-2012;446;1;446
76;33;4;28-02-2014;445;1;445
76;13;4;05-03-2012;452;1;452
76;31;4;01-10-2014;452;1;452
76;9;4;01-01-1980;452;1;452
76;32;4;25-09-2013;445;1;445
76;1;4;28-05-2012;448;1;448
77;9;4;02-04-2013;700;1;700
77;12;4;02-01-2012;700;3;2100
77;8;4;13-01-2013;699;9;6291
77;3;4;26-11-2012;697;10;6970
77;1;4;31-12-2012;695;1;695
78;8;4;23-09-2014;795;1;795
78;23;4;01-08-2012;799;1;799
78;16;4;23-05-2013;802;0;0
78;6;4;16-06-2014;802;0;0
78;32;4;03-10-2013;801;1;801
78;4;4;11-08-2014;797;0;0
78;3;4;22-12-2014;800;0;0
78;24;4;23-03-2013;799;0;0
78;30;4;08-10-2014;800;0;0
78;14;4;09-08-2014;795;1;795
78;16;4;18-01-2013;797;0;0
79;4;4;06-02-2014;701;1;701
79;23;4;06-09-2014;696;1;696
79;6;4;17-09-2014;700;1;700
79;30;4;06-03-2012;697;1;697
79;32;4;18-11-2014;700;1;700
79;32;4;26-08-2013;696;1;696
79;33;4;18-12-2014;696;1;696
79;16;4;22-02-2014;697;1;697
79;9;4;02-01-2014;696;1;696
79;26;4;08-11-2014;700;1;700
80;31;4;25-07-2013;598;1;598
80;32;4;01-01-2012;599;1;599
80;13;4;05-02-2012;597;1;597
80;10;4;16-12-2012;595;1;595
80;32;4;18-01-2013;601;1;601
80;11;4;21-07-2013;596;1;596
80;21;4;15-11-2013;596;1;596
81;12;4;17-02-2013;600;1;600
81;31;4;27-10-2013;602;1;602
81;16;4;30-03-2013;596;1;596
81;14;4;07-10-2014;596;1;596
81;3;4;28-06-2014;602;1;602
82;4;4;12-03-2013;602;1;602
82;30;4;16-08-2012;597;1;597
82;11;4;16-01-2014;597;1;597
82;4;4;01-11-2014;598;1;598
82;13;4;11-08-2012;601;1;601
82;5;4;18-04-2014;597;1;597
82;32;4;26-07-2013;595;1;595
82;27;4;31-01-2012;595;1;595
82;18;4;13-08-2014;598;1;598
82;30;4;24-11-2013;599;1;599
83;22;4;10-12-2014;601;1;601
83;26;4;13-01-2013;601;1;601
83;30;4;23-11-2014;598;1;598
83;10;4;09-11-2012;600;1;600
83;15;4;05-01-2014;600;1;600
83;25;4;23-02-2012;596;1;596
83;4;4;26-07-2013;596;1;596
84;24;4;14-02-2012;500;4;2000
84;27;4;13-08-2013;501;4;2004
84;2;4;16-03-2013;496;3;1488
84;27;4;04-04-2012;500;3;1500
84;28;4;20-10-2013;497;3;1491
84;32;4;14-09-2012;495;1;495
84;1;4;18-11-2012;501;3;1503
84;24;4;22-11-2012;502;3;1506
84;3;4;05-07-2013;500;1;500
84;4;4;29-04-2013;497;4;1988
84;3;4;25-02-2012;499;2;998
84;3;4;24-07-2013;498;3;1494
85;25;4;21-12-2013;497;2;994
85;29;4;22-04-2012;499;1;499
85;11;4;11-07-2013;495;2;990
